0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,11,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,3,12,33,59,30,13,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,1,2,3,10,12,2,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,12,45,163,376,269,20,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0,0,0,0,0,0,0,30,113,360,313,73,23,6,0,1
0,0,0,0,0,0,0,0,0,0,0,9,41,104,160,94,17,0,0,0
28,0,0,0,0,0,0,0,0,0,0,135,204,308,489,109,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,10,61,91,13,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,12,18,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,1
1,0,0,0,0,0,0,0,0,0,0,12,13,82,113,94,12,1,0,1
0,0,0,0,0,0,0,0,0,0,0,5,11,27,110,122,9,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
25,0,0,0,0,0,0,0,0,0,0,185,748,2071,1489,49,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,13,12,4,0,0
0,0,0,0,0,0,0,0,0,0,0,2,3,8,15,35,25,10,0,1
26,0,0,0,0,0,0,0,0,0,0,170,723,1522,667,24,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,22,37,128,145,40,3,0,1
3,0,0,0,0,0,0,0,0,0,0,9,110,300,559,248,14,0,0,1
32,0,0,0,0,0,0,0,0,0,0,222,935,1510,625,26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,9,4,0,0
0,0,0,0,0,0,0,0,0,0,0,1,5,5,11,9,7,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
58,0,0,0,0,0,0,0,0,0,0,382,1722,3072,1237,67,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,98,220,727,813,166,18,0,0,1
3,0,0,0,0,0,0,0,0,0,0,9,37,130,278,228,31,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,5,12,44,132,54,1,0,1
4,0,0,0,0,0,0,0,0,0,0,28,215,30,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
23,0,0,0,0,0,0,0,0,0,0,198,879,2037,1311,96,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,2,2,30,65,54,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,6,9,10,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,6,0,0
2,0,0,0,0,0,0,0,0,0,0,20,121,391,285,62,16,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,17,26,11,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
7,0,0,0,0,0,0,0,0,0,0,43,206,623,583,94,22,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,10,15,39,76,27,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,0,0,29,104,395,465,100,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,12,25,56,92,15,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
